TeamA;TeamB;ScoreA;ScoreB;MatchStatus;Goalkeeper;Period;TSegment;T;Typeofattack;Locationpass;Bodypartpass;Playerwhoshoot;Jump;Drop;Movement;Dive;Technicalaction;Zonegkintervention;Zoneofthgoal;Fieldzoneshots;Bodypartshots;Goal
11;15;2;1;-1;2;2;5;0:09:00;1;2;1;1;1;1;3;0;2;1;6;14;1;0
6;7;0;0;0;1;1;1;0:01:45;1;2;1;1;0;1;4;1;2;1;5;5;1;0
9;7;1;0;1;1;2;5;0:07:23;1;2;1;1;1;1;5;1;2;1;4;12;1;0
9;8;1;0;1;1;1;1;0:03:30;1;2;1;1;0;1;2;1;2;1;3;2;2;0
18;16;1;2;-1;1;2;5;0:05:20;1;2;3;1;1;1;2;1;2;1;3;9;2;0
19;18;0;0;0;1;1;3;0:14:28;3;0;0;1;0;1;3;1;2;1;3;14;1;0
19;18;1;0;-1;2;2;5;0:07:57;1;8;1;1;1;1;3;1;2;1;2;14;2;1
2;1;0;1;-1;1;1;2;0:09:31;3;1;4;1;1;1;6;1;2;1;1;6;2;0
2;1;0;1;1;2;2;6;0:16:07;3;0;0;1;1;1;2;1;2;1;1;9;1;0
2;3;0;0;0;2;2;4;0:01:37;2;0;0;1;1;1;3;1;2;1;1;14;1;0
4;2;0;0;0;1;1;2;0:07:50;1;8;1;1;1;1;5;1;2;1;1;13;1;0
4;2;0;1;1;2;2;6;0:11:57;1;2;1;1;0;1;5;1;2;1;1;14;1;0
12;15;0;1;-1;1;1;2;0:09:32;3;1;4;1;1;1;6;1;2;1;1;6;2;0
12;15;0;3;1;2;2;6;0:13:05;2;19;1;1;0;1;1;0;2;2;1;12;1;0
15;14;1;0;1;1;1;1;0:04:40;1;2;1;1;0;1;3;0;2;1;1;13;1;0
19;18;0;0;0;2;1;3;0:12:43;1;18;1;1;0;1;2;0;2;1;1;8;1;0
9;8;1;0;1;1;1;1;0:04:28;3;18;2;1;0;1;3;0;2;1;2;11;3;1
11;12;2;1;-1;2;2;6;0:12:00;1;11;1;1;0;1;3;1;2;2;2;8;3;1
11;12;2;0;-1;2;1;3;0:10:00;2;0;0;1;0;1;4;1;2;1;2;8;3;1
11;15;2;0;-1;2;1;3;0:10:00;2;0;0;1;0;1;4;1;2;1;2;8;3;1
11;15;2;1;-1;2;2;6;0:12:00;1;11;1;1;0;1;3;1;2;2;2;8;3;1
6;9;0;0;0;2;2;5;0:06:52;2;15;1;1;0;1;4;1;2;1;1;5;1;1
5;2;2;0;1;1;2;4;0:03:34;3;18;2;0;1;1;5;0;3;1;13;0;0;0
9;7;1;0;1;1;2;6;0:10:25;3;14;2;0;1;1;4;1;3;1;13;0;0;0
7;8;0;0;0;2;1;3;0:14:10;2;19;1;0;0;0;1;0;3;3;15;0;0;0
8;10;0;0;0;1;2;6;0:12:00;2;2;1;1;0;0;1;0;3;2;15;9;1;0
4;5;1;0;1;1;1;3;0:14:47;1;2;2;2;0;0;2;0;3;1;14;1;2;0
8;6;2;1;1;1;2;5;0:09:22;3;0;0;0;0;1;5;0;3;2;14;0;0;0
13;15;0;1;-1;1;1;2;0:08:05;1;3;1;0;0;1;1;0;3;2;14;0;0;0
16;19;0;0;0;1;2;5;0:05:49;1;1;2;0;0;1;2;0;3;2;14;0;0;0
4;5;2;0;-1;2;2;5;0:06:26;3;2;2;0;0;0;1;0;3;1;13;0;0;0
6;10;0;0;0;1;2;5;0:07:40;1;3;1;1;0;1;3;0;3;1;13;14;0;0
7;8;0;0;0;1;1;3;0:13:40;3;18;2;1;1;1;7;0;3;1;13;5;3;0
9;7;1;0;1;1;2;5;0:09:11;3;14;2;0;1;1;4;0;3;1;13;0;0;0
14;13;0;0;0;2;1;2;0:05:43;1;4;2;0;0;0;1;1;3;1;13;0;0;0
15;14;1;1;0;1;1;2;0:09:42;3;0;0;1;0;1;1;0;3;1;13;8;1;0
19;17;1;1;0;2;1;3;0:14:32;3;19;2;0;0;0;1;0;3;1;13;0;0;0
19;17;2;1;-1;2;2;4;0:03:17;3;14;1;0;1;0;1;0;3;2;12;0;0;0
5;3;0;0;0;1;1;2;0:05:49;3;3;2;1;1;1;7;1;3;1;5;14;2;0
2;1;0;0;0;1;1;1;0:01:03;2;19;2;1;0;1;6;0;3;2;3;5;2;0
12;15;0;0;0;1;1;1;0:01:03;2;19;2;1;0;1;6;0;3;2;3;5;2;0
4;2;0;0;0;1;1;1;0:01:45;2;19;1;0;0;0;5;0;3;3;15;0;0;0
6;7;1;1;0;1;2;6;0:13:06;2;19;1;0;0;0;1;0;3;3;15;0;0;0
6;10;0;0;0;1;2;6;0:14:03;3;19;1;0;0;0;1;1;3;2;15;0;0;0
8;6;2;1;1;1;2;6;0:14:25;2;2;2;0;0;0;1;0;3;3;15;0;0;0
8;10;0;0;0;1;1;1;0:01:30;2;2;1;1;0;0;2;0;3;1;15;9;3;0
8;10;0;0;0;1;1;2;0:09:00;2;2;4;1;0;0;1;0;3;1;15;9;1;0
9;8;2;0;-1;2;1;2;0:05:52;2;2;1;0;0;0;1;0;3;3;15;0;0;0
12;13;2;3;-1;1;2;4;0:03:25;1;19;2;0;0;0;2;0;3;3;15;0;0;0
12;13;2;3;1;2;2;5;0:05:58;1;19;2;0;0;0;1;0;3;3;15;0;0;0
12;15;0;2;-1;1;1;3;0:14:39;2;19;1;0;0;0;1;0;3;3;15;0;0;0
13;15;0;1;-1;1;1;1;0:02:56;1;19;3;0;0;0;5;0;3;3;15;0;0;0
13;15;0;1;-1;1;1;1;0:04:58;1;19;1;0;0;0;5;0;3;3;15;0;0;0
13;15;0;1;1;2;1;3;0:14:32;2;19;2;0;0;0;4;0;3;3;15;0;0;0
2;3;0;0;0;2;1;3;0:13:10;2;2;2;0;0;0;3;0;3;3;15;0;0;0
16;17;0;0;0;1;2;5;0:09:51;2;19;1;0;0;1;2;0;3;3;15;0;0;0
1;5;0;0;0;2;1;3;0:10:00;2;3;1;2;0;0;1;0;3;1;14;9;1;0
3;4;0;1;-1;1;2;5;0:05:25;1;2;1;0;0;0;1;0;3;2;14;0;0;0
8;6;2;1;-1;2;2;6;0:11:42;2;2;3;0;0;0;1;0;3;2;14;0;0;0
8;10;0;0;0;1;2;6;0:14:20;2;2;1;1;0;1;3;0;3;1;14;11;1;0
9;7;1;0;1;1;2;6;0:16:20;3;14;2;0;1;0;1;0;3;1;14;0;0;0
9;8;3;1;1;1;2;6;0:14:28;1;3;1;0;0;0;5;0;3;2;14;0;0;0
10;9;0;1;-1;1;2;4;0:02:13;1;2;1;1;0;1;4;0;3;2;14;5;1;0
13;11;0;2;-1;1;2;4;0:03:16;1;2;1;0;0;0;3;0;3;2;14;0;0;0
14;13;2;1;1;1;2;6;0:11:36;2;2;1;0;0;1;1;0;3;2;14;0;0;0
3;4;0;0;0;1;1;2;0:05:25;1;2;1;0;0;0;1;0;3;2;14;0;0;0
13;11;0;1;1;2;1;2;0:08:57;1;19;1;0;0;0;1;0;3;2;14;0;0;0
2;3;0;1;1;2;2;6;0:11:02;3;8;2;0;1;0;1;1;3;1;13;0;0;0
3;4;0;1;-1;1;2;6;0:14:04;3;18;1;0;1;0;5;0;3;1;13;0;0;0
6;9;0;0;0;1;1;3;0:11:09;3;14;1;0;0;0;2;0;3;1;13;0;0;0
6;9;0;0;0;1;1;3;0:14:09;3;18;1;0;1;0;5;0;3;1;13;0;0;0
9;7;0;0;0;2;1;2;0:06:43;3;14;1;0;1;0;4;0;3;1;13;0;0;0
16;17;0;0;0;2;1;3;0:12:33;1;2;1;0;0;0;3;0;3;1;13;0;0;0
3;4;0;0;0;1;1;3;0:14:04;3;18;1;0;1;0;5;0;3;1;13;0;0;0
16;19;0;0;0;1;1;1;0:02:41;3;14;1;1;1;0;8;1;3;1;11;9;1;0
6;7;0;0;0;2;1;3;0:12:28;3;0;0;1;1;0;2;0;3;1;7;2;1;0
16;17;0;0;0;2;2;5;0:09:40;3;0;0;1;0;0;3;0;3;1;5;12;2;0
19;17;1;0;1;1;1;2;0:06:33;3;0;0;1;0;1;2;0;3;1;1;6;2;1
2;3;0;0;0;2;2;5;0:07:03;3;14;2;0;1;0;4;0;3;1;13;0;0;0
2;3;0;1;1;2;2;5;0:09:41;3;8;2;0;1;0;3;0;3;1;13;0;0;0
2;3;0;0;0;2;2;4;0:01:58;3;8;2;1;1;0;3;0;3;1;12;7;3;0
6;7;1;0;1;1;2;4;0:02:49;3;8;1;1;1;0;3;0;3;1;10;7;3;0
13;15;0;1;1;2;2;4;0:00:14;3;19;1;1;1;1;4;0;3;2;5;7;3;1
11;12;1;0;-1;2;1;2;0:09:00;1;1;3;1;1;0;1;0;3;1;4;11;3;1
11;15;1;0;-1;2;1;2;0:09:00;1;1;3;1;1;0;1;0;3;1;3;11;3;1
6;9;1;2;-1;1;2;6;0:13:46;1;2;1;1;0;1;4;0;4;1;1;5;2;0
11;14;4;0;-1;2;2;5;0:07:08;1;1;1;1;0;1;4;0;4;2;14;5;1;0
12;13;2;1;1;1;1;3;0:11:20;1;2;1;1;1;1;4;1;4;2;14;5;2;0
12;13;2;1;-1;2;1;3;0:10:43;1;2;1;1;0;1;3;1;4;1;5;14;1;0
13;15;2;1;-1;2;2;5;0:05:49;1;2;1;1;0;1;3;1;4;1;5;11;1;0
5;2;2;0;1;1;2;4;0:03:02;1;2;1;1;1;1;7;1;4;1;4;14;1;0
13;15;0;1;1;2;1;3;0:10:00;3;0;0;1;0;1;3;1;4;1;1;6;1;0
2;1;0;1;-1;1;1;3;0:10:34;1;9;1;1;1;1;3;1;4;1;9;9;1;0
7;10;0;0;0;2;2;6;0:14:22;3;14;1;1;0;0;1;0;4;1;9;7;3;1
12;15;0;1;-1;1;1;3;0:10:30;1;9;1;1;1;1;3;1;4;1;9;9;1;0
3;1;0;4;-1;1;2;6;0:13:02;1;9;2;1;1;1;3;1;4;1;8;7;2;1
5;3;0;0;0;1;2;5;0:07:57;3;0;0;1;0;1;1;0;4;2;5;9;1;0
9;7;0;0;0;2;1;2;0:08:37;3;0;0;1;0;1;3;1;4;1;5;6;1;1
11;14;3;0;-1;2;1;3;0:12:36;1;1;1;1;1;1;4;0;4;1;5;2;2;0
15;14;1;1;0;1;1;3;0:14:12;3;14;1;1;0;0;2;0;4;1;5;8;3;0
15;14;1;1;0;2;2;4;0:02:26;3;14;1;1;0;0;8;0;4;1;5;9;2;0
11;12;1;0;-1;2;1;2;0:06:00;1;0;0;1;0;1;3;0;4;1;5;12;1;0
11;14;4;0;1;1;2;6;0:11:11;2;2;1;1;0;1;1;1;4;1;5;8;1;0
11;15;1;0;-1;2;1;2;0:06:00;1;0;0;1;0;1;3;0;4;1;5;12;1;0
5;3;0;0;0;1;1;1;0:02:34;1;2;1;1;0;1;4;1;4;1;3;5;2;0
14;13;2;0;1;1;2;5;0:05:58;2;2;1;1;0;1;2;1;4;2;3;1;2;0
14;13;2;0;1;1;2;5;0:07:08;2;2;1;1;0;1;5;0;4;1;3;11;1;0
17;18;0;1;1;2;2;6;0:12:43;2;0;0;1;0;1;2;0;4;1;3;6;2;0
17;18;0;0;0;1;2;5;0:05:02;1;12;1;1;1;1;1;0;4;1;2;8;3;1
19;18;1;0;-1;2;2;5;0:06:05;1;16;1;0;0;1;5;0;4;1;13;0;0;0
19;18;2;0;-1;2;2;5;0:09:38;1;10;2;1;1;1;3;1;4;1;4;5;2;0
9;8;2;0;-1;2;2;6;0:12:28;3;3;1;1;0;1;2;0;4;1;2;7;3;1
6;10;0;0;0;2;1;2;0:08:59;1;19;1;1;1;0;2;0;5;2;14;5;1;0
1;5;1;0;1;1;2;6;0:13:00;3;0;0;1;1;1;2;0;5;2;10;6;1;0
4;5;1;0;1;1;1;2;0:08:11;1;14;2;0;1;0;3;1;5;1;10;0;0;0
1;4;0;0;0;2;2;5;0:08:30;3;0;0;1;1;0;3;0;5;1;9;6;1;0
1;4;0;0;0;2;1;2;0:08:50;1;1;2;1;1;1;1;1;5;1;8;12;1;0
5;2;2;0;1;1;2;6;0:13:48;1;2;1;1;0;0;2;0;5;1;8;9;1;0
6;7;1;1;0;1;2;6;0:11:29;2;19;4;1;1;0;6;1;5;1;8;9;2;0
7;8;0;0;0;2;1;3;0:11:37;3;0;0;1;1;1;8;1;5;1;8;6;1;0
19;18;0;0;0;2;1;2;0:07:45;3;0;0;1;1;0;2;1;5;1;8;6;1;0
12;13;2;2;0;1;2;4;0:01:42;1;19;2;1;1;1;8;1;5;1;8;2;2;1
6;10;0;0;0;2;2;6;0:12:16;1;19;1;1;1;1;2;1;6;2;15;6;1;0
10;9;0;1;-1;1;2;5;0:06:47;3;18;1;0;1;0;3;1;6;1;15;0;0;0
19;17;2;2;0;2;2;5;0:05:41;2;18;1;1;1;1;3;1;6;2;15;10;2;0
6;10;0;0;0;2;2;6;0:13:38;3;18;2;0;1;0;1;1;6;1;14;8;0;0
8;10;0;0;0;1;1;3;0:14:00;3;0;0;1;1;1;1;1;6;1;13;1;1;0
1;4;0;0;0;2;1;1;0:04:16;3;18;1;1;1;0;3;1;6;1;12;4;4;0
1;4;0;0;0;2;1;2;0:09:57;1;8;1;1;0;1;3;1;6;1;12;8;2;0
2;3;0;0;0;1;1;2;0:09:44;1;6;1;1;0;1;4;1;6;1;12;5;2;0
3;1;0;3;-1;1;2;5;0:07:15;1;3;1;1;1;1;3;1;6;1;12;9;3;0
4;2;0;0;0;1;1;1;0:04:02;1;2;2;1;0;1;4;1;6;1;12;5;1;0
5;3;0;0;0;1;2;5;0:06:38;2;2;1;1;0;1;4;1;6;1;12;1;2;0
6;7;0;0;0;1;1;3;0:11:05;1;3;1;1;0;0;5;1;6;1;12;11;1;0
9;8;2;0;1;1;1;2;0:07:12;3;0;0;1;0;1;3;1;6;1;12;6;1;0
11;14;2;0;-1;2;1;2;0:08:26;3;16;3;1;0;1;2;1;6;2;12;4;2;0
15;14;1;1;0;1;1;3;0:11:18;3;0;0;1;0;1;3;1;6;2;12;6;2;0
3;1;0;3;-1;1;1;3;0:14:14;1;2;2;1;0;1;8;1;6;1;12;9;1;0
16;17;0;0;0;2;2;4;0:00:16;1;2;1;1;1;1;3;1;6;1;12;9;2;0
16;17;0;0;0;1;2;6;0:12:07;1;19;1;1;1;1;4;1;6;1;12;6;2;0
1;4;0;0;0;2;1;2;0:08:07;1;19;1;1;0;1;8;1;6;1;11;3;1;0
6;10;0;0;0;2;1;3;0:10:55;1;6;1;1;1;0;3;1;6;2;11;9;1;0
7;8;0;0;0;2;2;4;0:01:20;2;2;3;1;0;1;4;1;6;2;11;5;1;0
7;10;0;0;0;2;1;2;0:07:10;1;5;2;1;0;1;3;1;6;1;11;6;1;0
8;6;0;0;0;1;1;1;0:03:20;1;12;1;0;0;1;7;1;6;1;11;0;0;0
8;6;0;0;0;1;1;1;0:04:20;2;0;0;1;1;1;2;1;6;1;11;9;2;0
8;10;0;0;0;1;1;3;0:10:40;2;3;1;1;1;1;4;1;6;1;11;12;3;0
9;8;2;0;1;1;2;4;0:04:36;1;2;1;1;1;1;2;1;6;1;11;6;2;0
11;12;2;1;-1;2;2;4;0:03:00;1;2;1;1;0;1;3;1;6;1;11;11;1;0
11;14;4;0;-1;2;2;4;0:00:21;1;2;1;1;0;1;5;1;6;2;11;12;1;0
12;15;0;2;1;2;1;3;0:14:21;3;0;0;1;0;1;2;1;6;1;11;6;1;0
12;15;0;2;1;2;2;5;0:09:26;3;0;0;1;0;1;2;1;6;1;11;12;1;0
17;18;0;0;0;2;1;1;0:02:30;1;17;1;1;0;1;5;1;6;1;11;7;1;0
19;17;0;0;0;2;1;1;0:01:39;3;6;3;1;1;1;2;1;6;1;11;8;2;0
2;3;0;0;0;2;1;3;0:14:58;2;19;3;1;0;1;5;1;6;2;11;14;1;0
11;15;2;1;-1;2;2;4;0:03:00;1;2;1;1;0;1;3;1;6;1;11;11;1;0
12;13;2;2;0;1;1;3;0:15:00;2;2;1;1;0;1;5;1;6;1;11;11;2;0
3;1;0;3;-1;1;2;5;0:07:52;3;18;1;1;1;1;3;1;6;1;10;7;1;0
5;3;1;0;1;1;2;6;0:13:53;2;0;0;1;1;1;2;1;6;1;10;9;2;0
7;10;0;0;0;2;2;6;0:11:12;1;13;1;1;1;0;2;1;6;1;10;4;3;0
11;12;2;1;1;1;2;5;0:05:10;3;0;0;1;1;0;4;1;6;1;10;6;1;0
11;12;2;1;-1;2;2;6;0:10:00;1;6;1;1;1;0;3;1;6;2;10;6;1;0
11;14;2;0;1;1;1;2;0:07:14;3;0;0;1;1;0;3;1;6;1;10;14;2;0
11;15;2;1;1;1;2;5;0:05:10;3;0;0;1;1;0;4;1;6;1;10;6;1;0
12;13;2;3;-1;1;2;4;0:04:48;1;13;1;1;1;1;2;1;6;1;10;12;1;0
12;13;2;5;1;2;2;6;0:13:32;1;0;0;1;1;0;8;1;6;1;10;16;2;0
11;15;2;1;-1;2;2;6;0:10:00;1;6;1;1;1;0;3;1;6;2;10;6;1;0
12;13;2;1;1;1;1;3;0:12:24;2;0;0;1;1;0;8;1;6;1;10;12;1;0
5;2;2;0;-1;2;1;3;0:11:52;3;0;0;1;1;1;8;1;6;1;9;12;2;1
5;3;0;0;0;2;2;6;0:12:30;2;3;1;1;1;0;2;1;6;1;9;8;2;1
10;9;0;0;0;1;1;3;0:15:06;2;2;2;2;1;1;4;1;6;1;9;5;1;1
19;18;0;0;0;2;2;4;0:01:10;3;0;0;1;1;1;2;1;6;1;9;8;1;1
16;19;0;0;0;1;2;6;0:15:06;2;2;2;2;1;1;4;1;6;1;9;5;1;0
3;1;0;3;-1;1;2;6;0:12:10;1;2;1;1;0;1;4;1;6;1;8;6;2;1
12;13;2;4;-1;1;2;6;0:12:25;2;9;2;1;1;1;4;1;6;1;8;8;2;1
6;10;0;0;0;1;2;5;0:09:22;3;0;0;1;0;1;3;1;6;1;7;12;1;0
13;15;2;1;-1;2;2;6;0:12:30;1;6;1;1;1;1;3;1;6;1;7;12;1;0
12;13;0;1;-1;1;1;1;0:02:09;1;19;2;1;1;1;3;1;6;1;6;12;1;1
6;7;1;0;1;1;2;6;0:10:38;2;1;1;1;0;1;4;1;6;1;5;5;2;1
13;11;0;3;1;2;2;6;0:14:10;3;0;0;1;1;1;2;1;6;1;5;8;2;1
14;13;0;0;0;2;1;2;0:06:46;1;2;2;1;1;1;1;1;6;2;5;8;2;1
4;2;0;0;0;1;1;2;0:08:28;2;11;1;1;1;1;2;1;6;1;4;5;1;1
7;8;0;1;1;2;2;6;0:10:29;2;19;1;1;1;1;4;1;6;1;4;6;2;1
15;14;1;0;1;1;1;2;0:05:25;1;0;0;1;1;1;2;1;6;2;4;9;2;1
4;5;1;0;-1;2;2;4;0:03:40;1;2;1;1;0;1;2;1;6;2;3;8;1;1
6;7;0;0;0;2;2;4;0:00:40;1;2;1;1;0;1;4;1;6;1;3;5;1;1
7;10;0;0;0;2;2;6;0:12:27;1;2;2;1;0;1;2;1;6;1;3;9;1;0
9;7;1;0;1;1;2;5;0:05:06;1;1;1;1;0;1;1;1;6;1;3;6;1;0
14;13;2;0;1;1;2;5;0:09:44;3;0;0;1;1;1;2;1;6;1;3;8;1;1
18;16;1;1;0;1;2;4;0:03:19;1;1;2;1;1;1;2;1;6;1;3;9;3;1
19;17;2;2;0;1;2;4;0:04:51;3;18;2;1;1;1;2;1;6;1;3;5;3;1
3;1;0;0;0;1;1;2;0:07:43;1;7;1;1;0;1;2;1;6;1;3;9;1;1
11;12;0;0;0;2;1;1;0:02:30;1;3;1;1;0;1;3;1;6;1;3;11;2;1
11;14;4;0;1;1;2;6;0:12:08;2;2;1;1;0;1;5;1;6;1;3;11;1;1
11;15;0;0;0;2;1;1;0:02:30;1;3;1;1;0;1;3;1;6;1;3;11;2;1
18;16;0;0;0;2;1;2;0:07:30;3;14;1;1;1;1;3;1;6;1;3;12;1;1
9;8;0;0;0;2;1;1;0:02:31;2;6;1;1;0;0;4;1;6;2;2;7;1;1
18;16;1;2;-1;1;2;6;0:11:49;2;0;0;1;0;1;3;1;6;1;2;11;1;0
19;17;0;0;0;2;1;1;0:04:27;3;3;1;1;1;1;2;1;6;3;2;5;3;1
1;5;1;0;-1;2;2;6;0:14:00;2;3;1;1;0;1;2;1;6;1;1;9;3;1
2;3;0;0;0;1;2;5;0:08:02;1;2;1;1;0;1;4;1;6;1;1;6;2;1
3;4;0;1;-1;1;2;6;0:14:29;1;2;1;1;0;1;2;1;6;1;1;9;2;1
6;9;1;1;0;2;2;5;0:09:45;2;2;1;1;0;1;1;1;6;2;1;9;1;1
7;8;1;1;0;2;2;6;0:12:01;1;11;1;1;0;1;7;1;6;1;1;10;1;1
8;6;0;1;1;2;2;4;0:03:03;1;3;1;1;1;1;2;1;6;1;1;9;2;1
15;14;1;1;0;1;2;4;0:02:35;2;2;2;1;0;1;4;1;6;1;1;5;1;1
3;4;0;0;0;1;1;3;0:14:29;1;2;1;1;0;1;2;1;6;1;1;9;2;1
6;9;0;0;0;1;1;2;0:09:56;2;2;1;1;0;1;1;0;7;2;14;8;1;0
2;1;0;1;-1;1;2;5;0:09:08;1;2;1;1;0;1;4;1;7;2;14;5;1;0
12;13;2;3;-1;1;2;5;0:06:13;1;13;1;1;0;1;4;0;7;2;14;5;2;0
1;5;0;0;0;2;1;3;0:12:00;1;2;1;1;0;1;1;0;7;1;13;8;3;0
19;17;0;0;0;2;1;1;0:03:15;1;5;2;1;0;1;3;0;7;2;11;10;3;0
5;3;0;0;0;1;2;5;0:07:54;1;2;2;1;0;1;1;0;7;2;14;8;1;0
7;8;0;0;0;2;1;1;0:02:02;2;2;2;1;0;1;4;0;7;2;14;6;1;0
8;10;0;0;0;1;2;6;0:14:40;1;2;1;1;0;1;3;1;7;1;14;11;1;0
11;14;4;0;-1;2;2;4;0:02:43;1;2;1;1;0;1;1;1;7;2;14;5;1;0
11;14;4;0;-1;2;2;6;0:11:34;3;19;1;1;1;1;1;0;7;2;14;8;1;0
19;17;2;2;0;2;2;5;0:05:17;1;2;1;1;0;1;1;0;7;2;14;8;1;0
19;17;2;2;0;2;2;5;0:09:06;2;2;2;1;0;1;1;0;7;1;11;8;1;0
6;10;0;0;0;1;2;6;0:15:27;3;13;1;1;0;1;3;0;7;1;3;13;1;0
17;18;0;1;1;2;2;6;0:14:56;2;2;2;1;0;1;4;0;7;1;1;5;1;0
5;3;0;0;0;2;1;1;0:04:26;3;0;0;1;0;1;1;0;7;3;15;9;1;0
8;6;0;0;0;2;1;1;0:01:07;1;19;1;1;0;1;2;1;7;2;14;1;1;0
9;7;1;0;1;1;2;6;0:10:10;2;2;1;1;0;1;4;1;7;2;14;5;1;0
13;15;0;1;1;2;1;3;0:11:04;2;19;2;1;0;1;3;0;7;2;14;9;2;0
2;1;0;1;-1;1;2;4;0:01:10;2;19;3;1;0;0;2;0;7;1;13;1;2;0
8;6;2;1;1;1;2;5;0:09:58;1;0;0;1;0;1;3;0;7;1;13;13;2;0
11;12;3;1;-1;2;2;6;0:14:50;1;2;1;1;0;1;1;0;7;2;3;8;3;0
11;15;3;1;-1;2;2;6;0:14:50;1;2;1;1;0;1;1;0;7;2;3;8;3;0
8;6;1;1;0;2;2;5;0:07:11;2;2;1;1;0;1;5;0;7;1;3;11;1;1
11;14;1;0;-1;2;1;1;0:03:06;2;2;1;1;0;1;5;0;7;2;3;11;1;1
12;13;2;4;-1;1;2;6;0:10:05;1;2;2;1;0;1;4;0;7;2;2;6;1;1
12;13;0;1;-1;1;1;1;0:04:35;2;2;1;1;0;1;1;0;7;1;2;8;2;1
11;12;3;1;-1;2;2;6;0:15:00;1;13;1;1;0;1;1;0;7;3;12;11;1;0
3;1;0;0;0;1;1;2;0:06:57;1;2;2;1;0;0;4;0;7;1;12;9;2;0
5;3;0;0;0;2;1;3;0:10:01;3;0;0;1;0;1;1;0;7;2;12;8;1;0
11;15;3;1;-1;2;2;6;0:15:00;1;13;1;1;0;1;1;0;7;3;12;11;1;0
13;15;2;1;-1;2;2;6;0:13:24;2;19;1;1;0;1;4;0;7;2;10;5;1;0
19;17;1;1;0;2;2;4;0:00:29;1;6;1;1;0;1;2;0;7;2;9;5;2;1
14;13;1;0;1;1;1;3;0:13:15;2;19;1;1;0;1;1;0;7;1;8;8;3;1
13;11;0;2;-1;1;2;5;0:08:24;2;19;1;1;0;1;4;0;7;2;6;6;2;1
12;13;1;1;0;1;1;2;0:09:35;1;2;2;1;0;1;1;1;7;2;4;8;2;1
2;3;0;1;-1;1;2;6;0:14:06;2;2;2;1;0;1;5;0;7;2;3;11;1;1
11;14;2;0;-1;2;1;2;0:08:50;2;2;1;1;0;1;1;1;7;2;3;8;1;1
13;15;0;0;0;1;1;1;0:00:31;1;19;2;1;0;1;1;1;7;2;3;12;1;1
15;14;0;0;0;2;1;1;0:03:20;1;2;1;1;0;1;1;0;7;2;3;8;1;1
3;1;0;1;-1;1;1;3;0:10:46;1;2;1;1;0;1;5;1;7;2;3;11;1;1
4;5;0;0;0;2;1;2;0:06:53;2;2;1;1;0;1;1;0;7;2;2;12;1;1
12;15;0;2;-1;1;2;6;0:12:11;1;2;2;1;0;1;1;0;7;2;2;8;1;1
11;14;0;0;0;2;1;1;0:02:00;2;0;0;1;0;1;1;0;7;1;1;8;2;1
13;11;0;1;-1;1;1;3;0:11:35;1;19;2;1;0;1;4;1;7;2;1;6;2;1
19;18;2;0;-1;2;2;6;0:13:02;2;1;1;1;0;1;4;1;7;2;1;5;1;1
3;1;0;2;-1;1;1;3;0:12:56;2;0;0;1;0;1;2;0;7;1;1;1;1;1
11;15;2;1;1;1;1;3;0:11:00;1;2;1;0;0;1;3;0;8;1;14;0;0;0
16;19;0;0;0;2;1;2;0:08:21;3;0;0;0;0;0;1;1;8;2;14;0;0;0
11;12;2;1;1;1;1;3;0:11:00;1;2;1;0;0;1;3;0;8;1;14;0;0;0
11;12;2;1;-1;2;2;5;0:07:00;1;2;1;0;0;1;1;0;8;1;13;0;0;0
11;12;2;1;-1;2;2;5;0:08:00;1;2;1;0;0;0;3;1;8;1;13;0;0;0
11;15;2;1;-1;2;2;5;0:07:00;1;2;1;0;0;1;1;0;8;1;13;0;0;0
11;15;2;1;-1;2;2;5;0:08:00;1;2;1;0;0;0;3;1;8;1;13;0;0;0
16;19;0;0;0;1;1;1;0:04:13;2;2;1;1;0;1;1;0;8;2;14;9;1;0
11;12;2;1;-1;2;2;5;0:06:00;1;2;1;0;0;0;1;1;8;1;15;0;0;0
11;15;2;1;-1;2;2;5;0:06:00;1;2;1;0;0;0;1;1;8;1;15;0;0;0
6;10;0;0;0;1;2;4;0:04:38;1;19;1;1;0;0;3;0;8;2;11;14;0;0
7;8;0;0;0;2;1;1;0:03:39;1;19;1;0;0;0;2;0;8;3;15;0;0;0
17;18;0;0;0;1;1;3;0:13:46;1;2;1;0;0;1;3;0;8;3;15;0;0;0
16;17;0;0;0;2;2;6;0:13:19;1;1;2;0;0;0;2;0;8;3;15;0;0;0
19;17;2;1;-1;2;2;4;0:04:07;2;19;1;1;0;1;2;0;8;2;13;5;2;0
3;1;0;3;1;2;1;3;0:13:51;1;19;1;0;0;0;5;0;9;3;15;0;0;0
3;1;0;3;1;2;2;4;0:04:59;3;19;2;0;0;0;1;0;9;3;15;0;0;0
6;9;0;0;0;1;1;3;0:15:29;3;19;1;0;0;0;1;0;9;3;15;0;0;0
8;10;0;0;0;1;1;2;0:09:40;3;3;3;1;0;0;2;0;9;1;15;12;1;0
9;7;1;0;-1;2;2;6;0:13:27;3;19;1;0;0;0;4;0;9;3;15;0;0;0
13;15;0;1;-1;1;1;3;0:11:39;3;19;1;0;0;0;5;0;9;3;15;0;0;0
1;4;0;0;0;1;1;2;0:09:41;1;19;1;0;0;0;5;0;9;2;14;0;0;0
